ano,id_municipio,quantidade_vinculos_ativos,cnae_2,cep
2023,4314902,0,49299,91920000
2023,4314902,0,47211,91350050
2023,4314902,0,25128,91560000
2023,4314902,0,46699,90230030
2023,4314902,0,62031,90230110
2023,4314902,0,46141,90560010
2023,4314902,0,75001,91330391
2023,4314902,0,47610,91330001
2023,4314902,0,47822,91430300
2023,4314902,0,47130,91910080
2023,4314902,0,47229,91180001
2023,4314902,0,95291,90020060
2023,4314902,0,46630,90480001
2023,4314902,0,64361,91330001
2023,4314902,0,56201,91740830
2023,4314902,0,80200,91420530
2023,4314902,0,46796,91150010
2023,4314902,0,94120,90610001
2023,4314902,0,46427,91740800
2023,4314902,0,46133,90520001
2023,4314902,0,46133,91350180
2023,4314902,0,62040,91380430
2023,4314902,0,59111,91787865
2023,4314902,0,95118,91910400
2023,4314902,0,86909,91720150
2023,4314902,0,63119,91060350
2023,4314902,0,32302,90090050
2023,4314902,0,47211,90510002
2023,4314902,0,64638,90810240
2023,4314902,0,96092,90650002
2023,4314902,0,59111,91360240
2023,4314902,0,63119,90480001
2023,4314902,0,77110,91130721
2023,4314902,0,46168,90540110
2023,4314902,0,47822,90540050
2023,4314902,0,75001,91430000
2023,4314902,0,46524,91900270
2023,4314902,0,33147,91420550
2023,4314902,0,61906,91788610
2023,4314902,0,10996,90001970
2023,4314902,0,75001,91050100
2023,4314902,0,79112,90130101
2023,4314902,0,47849,91225002
2023,4314902,0,78108,90039900
2023,4314902,0,16293,90610285
2023,4314902,0,62015,90480000
2023,4314902,0,85414,90670020
2023,4314902,0,16102,90450171
2023,4314902,0,90019,90010210
2023,4314902,0,93298,90850000
2023,4314902,0,62023,90050180
2023,4314902,0,52231,90640003
2023,4314902,0,86101,91060240
2023,4314902,0,59111,91720380
2023,4314902,0,63119,90470280
2023,4314902,0,95291,91330630
2023,4314902,0,46150,91380280
2023,4314902,0,52508,90050240
2023,4314902,0,46494,91280223
2023,4314902,0,63194,91781200
2023,4314902,0,75001,91740622
2023,4314902,0,86101,90810080
2023,4314902,0,86101,90460200
2023,4314902,0,96017,91010003
2023,4314902,0,62031,90480000
2023,4314902,0,62040,90480000
2023,4314902,0,63194,90619900
2023,4314902,0,47822,90560003
2023,4314902,0,43134,91510330
2023,4314902,0,56201,90220090
2023,4314902,0,63194,90690140
2023,4314902,0,85121,91740320
2023,4314902,0,59111,90150005
2023,4314902,0,62015,91788110
2023,4314902,0,86101,90220011
2023,4314902,0,52231,91110001
2023,4314902,0,13596,91330001
2023,4314902,0,62015,90470480
2023,4314902,0,35115,90220150
2023,4314902,0,46435,90035004
2023,4314902,0,33121,91130050
2023,4314902,0,47857,91790770
2023,4314902,0,53202,91760600
2023,4314902,0,90019,90250180
2023,4314902,0,10961,91230060
2023,4314902,0,96092,90450171
2023,4314902,0,63119,90035140
2023,4314902,0,52508,91040460
2023,4314902,0,90027,90040192
2023,4314902,0,46931,91220290
2023,4314902,0,46451,90680570
2023,4314902,0,33147,90670130
2023,4314902,0,47610,90035030
2023,4314902,0,62015,90810160
2023,4314902,0,62015,90630084
2023,4314902,0,62040,90460110
2023,4314902,0,58298,90880390
2023,4314902,0,66193,90690140
2023,4314902,0,63119,90035070
2023,4314902,0,47113,91240210
2023,4314902,0,64638,90020008
2023,4314902,0,52231,90035050
2023,4314902,0,96092,91360370
2023,4314902,0,95118,91250001
2023,4314902,0,61108,90230240
2023,4314902,0,33210,91791100
2023,4314902,0,64638,91030310
2023,4314902,0,85112,91510710
2023,4314902,0,62040,91150180
2023,4314902,0,95118,91530280
2023,4314902,0,47610,90640003
2023,4314902,0,72100,91501970
2023,4314902,0,81214,90820180
2023,4314902,0,46231,90035180
2023,4314902,0,90027,91760020
2023,4314902,0,86101,90035060
2023,4314902,0,85112,90410003
2023,4314902,0,43291,91130700
2023,4314902,0,79112,90020122
2023,4314902,0,86101,91340480
2023,4314902,0,95215,90020122
2023,4314902,0,52231,91530030
2023,4314902,0,33139,91225002
2023,4314902,0,86402,90030142
2023,4314902,0,86909,90850120
2023,4314902,0,81214,91520630
2023,4314902,0,85414,90240480
2023,4314902,0,96092,90040192
2023,4314902,0,96017,91310000
2023,4314902,0,96092,90670140
2023,4314902,0,46176,91570440
2023,4314902,0,62015,91920520
2023,4314902,0,63119,91340350
2023,4314902,0,47113,91755000
2023,4314902,0,58191,91520630
2023,4314902,0,33171,91910680
2023,4314902,0,47610,90130100
2023,4314902,0,33121,91788100
2023,4314902,0,62040,90050130
2023,4314902,0,47610,91751330
2023,4314902,0,95291,91910001
2023,4314902,0,32400,90470130
2023,4314902,0,62015,90150051
2023,4314902,0,62023,91530390
2023,4314902,0,59146,91010003
2023,4314902,0,62015,91250200
2023,4314902,0,47822,90230110
2023,4314902,0,90019,90680040
2023,4314902,0,64611,90810120
2023,4314902,0,62015,91791602
2023,4314902,0,97005,91520540
2023,4314902,0,56201,91040610
2023,4314902,0,46494,91180550
2023,4314902,0,95291,91120380
2023,4314902,0,74200,90570050
2023,4314902,0,62031,90430001
2023,4314902,0,59111,90540001
2023,4314902,0,46915,90520560
2023,4314902,0,52231,90460110
2023,4314902,0,10911,90230070
2023,4314902,0,25420,91180550
2023,4314902,0,79112,90240570
2023,4314902,0,74200,91788130
2023,4314902,0,63119,91920130
2023,4314902,0,66193,90020120
2023,4314902,0,62023,90035050
2023,4314902,0,81214,91120430
2023,4314902,0,43223,90035072
2023,4314902,0,79112,91010002
2023,4314902,0,90027,91740460
2023,4314902,0,46656,90010221
2023,4314902,0,43991,91740550
2023,4314902,0,46371,91740188
2023,4314902,0,64921,91330001
2023,4314902,0,62015,91180205
2023,4314902,0,63119,90570041
2023,4314902,0,64921,90480003
2023,4314902,0,86101,90690030
2023,4314902,0,33121,91755654
2023,4314902,0,31012,91170600
2023,4314902,0,64638,90560005
2023,4314902,0,96092,91712320
2023,4314902,0,62023,91060295
2023,4314902,0,20711,91320000
2023,4314902,0,62031,90010001
2023,4314902,0,46451,90430180
2023,4314902,0,43991,91750060
2023,4314902,0,77110,90570041
2023,4314902,0,95215,91770360
2023,4314902,0,75001,91110460
2023,4314902,0,79902,90880360
2023,4314902,0,93298,91540420
2023,4314902,0,32990,91110000
2023,4314902,0,43991,90220211
2023,4314902,0,95118,90130140
2023,4314902,0,46311,91380200
2023,4314902,0,47211,91150001
2023,4314902,0,62015,90560000
2023,4314902,0,62015,91793210
2023,4314902,0,95118,91787192
2023,4314902,0,64638,91450147
2023,4314902,0,45412,90035004
2023,4314902,0,56201,91170140
2023,4314902,0,81214,91900040
2023,4314902,0,62023,91215095
2023,4314902,0,47229,91250310
2023,4314902,0,46176,91170280
2023,4314902,0,63194,90870310
2023,4314902,0,66193,91010006
2023,4314902,0,62023,91760030
2023,4314902,0,72100,90480020
2023,4314902,0,46834,90020015
2023,4314902,0,56201,90810190
2023,4314902,0,96092,91720600
2023,4314902,0,49302,91260010
2023,4314902,0,43916,91110360
2023,4314902,0,59120,90450000
2023,4314902,0,49230,91130450
2023,4314902,0,49230,90690000
2023,4314902,0,66193,90480000
2023,4314902,0,75001,91450140
2023,4314902,0,59201,91040050
2023,4314902,0,46842,90460150
2023,4314902,0,46478,91787006
2023,4314902,0,62040,91530060
2023,4314902,0,86402,90020160
2023,4314902,0,86402,90680000
2023,4314902,0,53202,91110550
2023,4314902,0,56121,90640100
2023,4314902,0,47822,90040000
2023,4314902,0,62040,91920690
2023,4314902,0,16218,90240620
2023,4314902,0,95126,90650010
2023,4314902,0,47857,91360001
2023,4314902,0,52125,91330430
2023,4314902,0,58239,90540000
2023,4314902,0,62031,90630180
2023,4314902,0,42995,90560005
2023,4314902,0,86402,90470340
2023,4314902,0,58298,90001970
2023,4314902,0,18130,90010410
2023,4314902,0,88006,91778100
2023,4314902,0,62040,90820001
2023,4314902,0,38114,90030130
2023,4314902,0,46141,90520080
2023,4314902,0,58191,91720390
2023,4314902,0,52401,91220140
2023,4314902,0,75001,90460110
2023,4314902,0,90019,90220005
2023,4314902,0,46443,90240580
2023,4314902,0,35115,90480000
2023,4314902,0,47130,90430010
2023,4314902,0,47130,91310002
2023,4314902,0,10627,91760290
2023,4314902,0,62015,90420160
2023,4314902,0,52508,90550054
2023,4314902,0,62015,91520350
2023,4314902,0,75001,91330270
2023,4314902,0,46133,91150100
2023,4314902,0,62015,91710131
2023,4314902,0,46168,90480030
2023,4314902,0,66193,90050240
2023,4314902,0,10333,90840100
2023,4314902,0,62015,91310003
2023,4314902,0,62015,91140340
2023,4314902,0,62015,91360170
2023,4314902,0,43223,91370001
2023,4314902,0,46168,90030120
2023,4314902,0,59111,91520120
2023,4314902,0,46133,91755700
2023,4314902,0,46141,91751140
2023,4314902,0,25420,91740290
2023,4314902,0,77292,91040170
2023,4314902,0,46893,91030320
2023,4314902,0,33163,91330000
2023,4314902,0,47555,91740000
2023,4314902,0,32507,91550890
2023,4314902,0,79112,91360040
2023,4314902,0,94201,90230090
2023,4314902,0,52231,91350130
2023,4314902,0,95126,91150251
2023,4314902,0,52231,90030041
2023,4314902,0,63119,90050170
2023,4314902,0,78108,91510660
2023,4314902,0,72207,90430140
2023,4314902,0,62015,90480003
2023,4314902,0,32302,91030140
2023,4314902,0,46346,90570001
2023,4314902,0,86909,90430100
2023,4314902,0,49302,90010273
2023,4314902,0,27104,91710000
2023,4314902,0,46176,91340000
2023,4314902,0,46869,90840360
2023,4314902,0,32507,90010271
2023,4314902,0,90019,91720290
2023,4314902,0,47610,90001970
2023,4314902,0,46168,90245470
2023,4314902,0,96017,90050001
2023,4314902,0,77292,90670000
2023,4314902,0,62031,90480000
2023,4314902,0,73203,91720580
2023,4314902,0,59120,91760651
2023,4314902,0,46141,90540130
2023,4314902,0,77322,91225190
2023,4314902,0,47555,91120610
2023,4314902,0,95291,90440010
2023,4314902,0,64638,90570070
2023,4314902,0,75001,90510001
2023,4314902,0,52508,91770190
2023,4314902,0,90019,91740190
2023,4314902,0,23303,90250680
2023,4314902,0,95215,90010210
2023,4314902,0,78108,90240180
2023,4314902,0,46923,91150001
2023,4314902,0,46176,91180490
2023,4314902,0,46877,91140310
2023,4314902,0,49299,90035071
2023,4314902,0,47211,90150051
2023,4314902,0,56201,90420001
2023,4314902,0,59111,90820000
2023,4314902,0,93298,91330150
2023,4314902,0,77110,91778060
2023,4314902,0,18229,91920520
2023,4314902,0,58191,90035091
2023,4314902,0,62040,91210070
2023,4314902,0,47822,90160002
2023,4314902,0,33139,91040480
2023,4314902,0,56121,91270580
2023,4314902,0,32116,90020120
2023,4314902,0,59120,90480200
2023,4314902,0,46354,90240601
2023,4314902,0,62015,90650002
2023,4314902,0,59111,90540001
2023,4314902,0,28291,90150004
2023,4314902,0,25128,90245000
2023,4314902,0,47539,90540041
2023,4314902,0,90019,90010310
2023,4314902,0,62040,90460160
2023,4314902,0,14118,91110350
2023,4314902,0,46494,90550003
2023,4314902,0,58123,90620070
2023,4314902,0,33210,90240470
2023,4314902,0,95118,90230180
2023,4314902,0,66126,91520623
2023,4314902,0,56201,90650002
2023,4314902,0,47610,91240261
2023,4314902,0,90019,90620000
2023,4314902,0,10911,90820150
2023,4314902,0,47849,90230031
2023,4314902,0,49221,91130120
2023,4314902,0,63194,91040650
2023,4314902,0,64638,91712450
2023,4314902,0,23915,91787593
2023,4314902,0,63194,91250000
2023,4314902,0,96017,90010080
2023,4314902,0,90019,91787590
2023,4314902,0,25420,91250200
2023,4314902,0,79112,91310002
2023,4314902,0,62023,90480000
2023,4314902,0,87204,90440150
2023,4314902,0,46451,91740000
2023,4314902,0,95118,91350130
2023,4314902,0,79112,90450001
2023,4314902,0,43223,91755010
2023,4314902,0,80200,91787789
2023,4314902,0,64221,91410400
2023,4314902,0,95291,90570020
2023,4314902,0,59111,90450010
2023,4314902,0,90019,90880001
2023,4314902,0,16226,91060340
2023,4314902,0,95118,91910251
2023,4314902,0,47822,90420140
2023,4314902,0,46711,90035070
2023,4314902,0,77292,90480005
2023,4314902,0,10813,91760080
2023,4314902,0,62031,91920000
2023,4314902,0,46176,91751140
2023,4314902,0,46125,90450020
2023,4314902,0,14134,91180560
2023,4314902,0,95126,91790010
2023,4314902,0,96017,90035072
2023,4314902,0,46923,91787470
2023,4314902,0,62040,90640003
2023,4314902,0,86101,90690140
2023,4314902,0,74200,90470430
2023,4314902,0,63119,91751000
2023,4314902,0,86909,90020010
2023,4314902,0,79121,90550070
2023,4314902,0,79112,90450000
2023,4314902,0,62023,90110180
2023,4314902,0,63194,90050310
2023,4314902,0,64999,91751830
2023,4314902,0,62040,90050103
2023,4314902,0,81214,91060140
2023,4314902,0,94111,90480180
2023,4314902,0,90019,90560000
2023,4314902,0,46168,90540070
2023,4314902,0,47113,91750060
2023,4314902,0,63119,90480001
2023,4314902,0,52231,91010002
2023,4314902,0,78108,90230240
2023,4314902,0,90019,90520060
2023,4314902,0,32205,91570170
2023,4314902,0,46168,90470230
2023,4314902,0,59120,90460200
2023,4314902,0,80200,91720600
2023,4314902,0,47610,91370030
2023,4314902,0,85333,91040060
2023,4314902,0,95118,91240090
2023,4314902,0,49299,91170100
2023,4314902,0,51129,91260000
2023,4314902,0,46931,90850340
2023,4314902,0,63194,90030143
2023,4314902,0,75001,91530180
2023,4314902,0,62023,90470000
2023,4314902,0,20622,91787368
2023,4314902,0,96017,90050321
2023,4314902,0,43223,91110260
2023,4314902,0,46338,91740630
2023,4314902,0,62040,90550070
2023,4314902,0,59111,90420160
2023,4314902,0,62015,90420090
2023,4314902,0,66193,90450001
2023,4314902,0,74200,90830244
2023,4314902,0,47555,91030510
2023,4314902,0,62015,90230240
2023,4314902,0,46168,90560002
2023,4314902,0,31012,90830580
2023,4314902,0,46150,90150003
2023,4314902,0,47229,91320330
2023,4314902,0,62040,91410180
2023,4314902,0,74200,90035006
2023,4314902,0,31012,91215000
2023,4314902,0,47229,91215290
2023,4314902,0,33210,91550101
2023,4314902,0,79112,90570140
2023,4314902,0,96092,90560000
2023,4314902,0,77403,90560002
2023,4314902,0,81214,90680480
2023,4314902,0,77390,90220211
2023,4314902,0,95215,91360001
2023,4314902,0,47229,91420690
2023,4314902,0,85414,90020122
2023,4314902,0,31012,90460100
2023,4314902,0,47555,90001970
2023,4314902,0,20932,90460230
2023,4314902,0,46176,90540140
2023,4314902,0,46176,91710070
2023,4314902,0,47229,91260532
2023,4314902,0,74200,91260010
2023,4314902,0,46494,90050001
2023,4314902,0,79112,91010005
2023,4314902,0,52231,90650000
2023,4314902,0,49230,91787115
2023,4314902,0,90019,90020180
2023,4314902,0,80111,91050340
2023,4314902,0,75001,90680050
2023,4314902,0,47539,90245170
2023,4314902,0,95118,91240261
2023,4314902,0,46150,91150400
2023,4314902,0,47539,90450090
2023,4314902,0,52231,91010001
2023,4314902,0,43223,90245490
2023,4314902,0,77331,91040040
2023,4314902,0,90019,91540220
2023,4314902,0,47822,91010006
2023,4314902,0,95215,91120010
2023,4314902,0,25128,91330001
2023,4314902,0,84124,91350200
2023,4314902,0,86402,90610000
2023,4314902,0,75001,90520002
2023,4314902,0,43291,90130050
2023,4314902,0,58115,90640130
2023,4314902,0,46630,90240001
2023,4314902,0,74200,90810240
2023,4314902,0,47211,91751000
2023,4314902,0,47822,91330420
2023,4314902,0,46338,90620000
2023,4314902,0,46176,91180580
2023,4314902,0,62023,91910001
2023,4314902,0,46371,90020005
2023,4314902,0,47628,90020010
2023,4314902,0,56201,90430160
2023,4314902,0,81214,91788120
2023,4314902,0,82920,90160070
2023,4314902,0,79112,90550130
2023,4314902,0,49230,90850330
2023,4314902,0,79112,90540040
2023,4314902,0,33121,91720090
2023,4314902,0,46354,91520550
2023,4314902,0,64638,90670020
2023,4314902,0,56121,91380320
2023,4314902,0,90019,91260300
2023,4314902,0,77390,90620000
2023,4314902,0,46354,91030280
2023,4314902,0,63194,90470150
2023,4314902,0,46915,91430000
2023,4314902,0,60101,90130061
2023,4314902,0,62015,91350090
2023,4314902,0,58298,90220060
2023,4314902,0,59120,90520080
2023,4314902,0,63194,90020100
2023,4314902,0,10937,90040191
2023,4314902,0,49230,91160080
2023,4314902,0,62040,90480000
2023,4314902,0,77390,90050170
2023,4314902,0,46371,91180380
2023,4314902,0,26515,90550001
2023,4314902,0,46231,91910250
2023,4314902,0,43291,91330001
2023,4314902,0,25993,90200041
2023,4314902,0,86402,90020060
2023,4314902,0,46397,90540110
2023,4314902,0,86402,90110020
2023,4314902,0,64638,90570020
2023,4314902,0,38114,91310003
2023,4314902,0,79112,91410100
2023,4314902,0,42995,90245000
2023,4314902,0,62023,91770580
2023,4314902,0,47628,90035007
2023,4314902,0,77403,90810080
2023,4314902,0,46427,91310001
2023,4314902,0,46931,91220140
2023,4314902,0,32507,90020100
2023,4314902,0,62040,91530360
2023,4314902,0,77322,90480003
2023,4314902,0,59111,90035120
2023,4314902,0,56201,90830360
2023,4314902,0,46397,91740830
2023,4314902,0,56201,91520480
2023,4314902,0,75001,90035030
2023,4314902,0,58191,90640002
2023,4314902,0,46168,90470430
2023,4314902,0,43991,90650030
2023,4314902,0,59111,90620270
2023,4314902,0,42995,91420530
2023,4314902,0,46150,90240420
2023,4314902,0,64638,90540010
2023,4314902,0,95215,90030140
2023,4314902,0,53105,90040001
2023,4314902,0,10937,91920520
2023,4314902,0,77403,90690140
2023,4314902,0,95215,90410001
2023,4314902,0,79112,90460130
2023,4314902,0,96092,91240080
2023,4314902,0,47822,91330000
2023,4314902,0,58191,90460040
2023,4314902,0,90019,91120210
2023,4314902,0,86402,90620260
2023,4314902,0,77110,91160020
2023,4314902,0,63194,90690140
2023,4314902,0,64638,91920000
2023,4314902,0,46524,91900121
2023,4314902,0,46397,90200041
2023,4314902,0,64638,90460110
2023,4314902,0,46150,90540000
2023,4314902,0,32990,90230250
2023,4314902,0,62015,90050004
2023,4314902,0,58191,90035076
2023,4314902,0,80200,90480000
2023,4314902,0,86101,90150005
2023,4314902,0,85112,91760040
2023,4314902,0,46729,90510001
2023,4314902,0,53202,91060135
2023,4314902,0,75001,90420160
2023,4314902,0,59111,90630150
2023,4314902,0,46346,91330000
2023,4314902,0,56201,90660080
2023,4314902,0,96092,91330500
2023,4314902,0,56201,90220210
2023,4314902,0,95215,91150000
2023,4314902,0,32507,90030142
2023,4314902,0,46346,91740320
2023,4314902,0,77403,91740001
2023,4314902,0,46117,90430180
2023,4314902,0,86101,90620001
2023,4314902,0,37029,91320190
2023,4314902,0,66193,91350070
2023,4314902,0,90019,91340210
2023,4314902,0,33121,91420470
2023,4314902,0,62015,90480000
2023,4314902,0,94111,90020110
2023,4314902,0,95291,90560020
2023,4314902,0,62040,91350000
2023,4314902,0,74200,90150051
2023,4314902,0,25128,90240110
2023,4314902,0,59111,91740840
2023,4314902,0,96092,90630150
2023,4314902,0,52231,90230250
2023,4314902,0,90019,91330130
2023,4314902,0,59111,90820090
2023,4314902,0,64247,90160093
2023,4314902,0,84124,91740250
2023,4314902,0,46346,91900790
2023,4314902,0,42219,90240020
2023,4314902,0,46893,90020015
2023,4314902,0,75001,90250180
2023,4314902,0,94201,90010000
2023,4314902,0,73203,90010283
2023,4314902,0,72207,90540031
2023,4314902,0,46699,90240580
2023,4314902,0,75001,90480000
2023,4314902,0,62040,90670020
2023,4314902,0,20631,90820150
2023,4314902,0,96092,90230120
2023,4314902,0,95118,91750091
2023,4314902,0,33121,90880480
2023,4314902,0,74200,90820000
2023,4314902,0,86101,90150101
2023,4314902,0,46168,91220560
2023,4314902,0,63194,90690400
2023,4314902,0,33147,91778063
2023,4314902,0,46168,90010282
2023,4314902,0,64611,90010191
2023,4314902,0,62023,91755700
2023,4314902,0,85112,91550250
2023,4314902,0,27406,90240540
2023,4314902,0,64638,90450120
2023,4314902,0,46141,90130101
2023,4314902,0,33112,90630170
2023,4314902,0,77110,91320321
2023,4314902,0,49230,90620110
2023,4314902,0,74200,90670120
2023,4314902,0,90019,91770110
2023,4314902,0,79112,90020100
2023,4314902,0,46176,91240500
2023,4314902,0,63194,91320000
2023,4314902,0,62015,90035191
2023,4314902,0,62040,90010312
2023,4314902,0,77195,90430001
2023,4314902,0,59120,90020100
2023,4314902,0,10911,90840690
2023,4314902,0,46494,90030150
2023,4314902,0,74200,90010272
2023,4314902,0,52401,90670020
2023,4314902,0,46125,91050325
2023,4314902,0,59111,91791640
2023,4314902,0,62015,90610200
2023,4314902,0,66193,91740110
2023,4314902,0,77403,90610270
2023,4314902,0,62015,90450070
2023,4314902,0,62040,90640040
2023,4314902,0,63119,91450155
2023,4314902,0,78108,91330001
2023,4314902,0,86101,91350250
2023,4314902,0,46141,91220140
2023,4314902,0,63194,90010273
2023,4314902,0,46150,90420111
2023,4314902,0,47211,90810080
2023,4314902,0,75001,91130330
2023,4314902,0,86101,90150005
2023,4314902,0,60101,91140001
2023,4314902,0,90019,91380000
2023,4314902,0,66193,90450010
2023,4314902,0,52231,90690380
2023,4314902,0,49248,91320180
2023,4314902,0,25128,91260000
2023,4314902,0,95118,90470430
2023,4314902,0,32507,91920134
2023,4314902,0,32116,90030141
2023,4314902,0,62040,91740000
2023,4314902,0,62040,91060540
2023,4314902,0,16102,91180001
2023,4314902,0,35115,90480003
2023,4314902,0,38114,91250739
2023,4314902,0,94201,91140001
2023,4314902,0,46931,90610000
2023,4314902,0,62015,91910530
2023,4314902,0,66193,90110000
2023,4314902,0,95215,91900710
2023,4314902,0,77390,91030300
2023,4314902,0,62023,91370250
2023,4314902,0,73203,90010191
2023,4314902,0,46176,90050340
2023,4314902,0,87204,90035060
2023,4314902,0,43991,90240620
2023,4314902,0,77390,91350160
2023,4314902,0,46648,91910251
2023,4314902,0,46176,91520650
2023,4314902,0,64638,90035040
2023,4314902,0,75001,90520060
2023,4314902,0,66193,91760650
2023,4314902,0,79112,90550130
2023,4314902,0,31047,91060410
2023,4314902,0,75001,91220510
2023,4314902,0,86101,90820080
2023,4314902,0,62023,90830010
2023,4314902,0,93298,90230241
2023,4314902,0,80200,91030160
2023,4314902,0,47822,90030000
2023,4314902,0,64611,91720090
2023,4314902,0,72100,91501970
2023,4314902,0,62031,90480000
2023,4314902,0,59111,90450030
2023,4314902,0,18130,90230230
2023,4314902,0,56201,90650000
2023,4314902,0,75001,90160070
2023,4314902,0,94111,90619900
2023,4314902,0,62015,91110020
2023,4314902,0,59111,90560040
2023,4314902,0,80111,90480000
2023,4314902,0,56201,90850250
2023,4314902,0,73203,90610280
2023,4314902,0,86101,90250180
2023,4314902,0,47610,90620210
2023,4314902,0,46168,90460000
2023,4314902,0,94201,90010110
2023,4314902,0,46346,91751831
2023,4314902,0,64999,90619900
2023,4314902,0,56121,91788112
2023,4314902,0,45439,91260300
2023,4314902,0,90019,90040320
2023,4314902,0,96033,90560004
2023,4314902,0,75001,91750740
2023,4314902,0,47822,90810080
2023,4314902,0,62015,90440050
2023,4314902,0,63917,90230241
2023,4314902,0,25420,90245300
2023,4314902,0,32507,91330000
2023,4314902,0,74200,90150002
2023,4314902,0,85112,91751000
2023,4314902,0,86402,90540131
2023,4314902,0,58131,90480000
2023,4314902,0,47849,91260250
2023,4314902,0,45439,91510030
2023,4314902,0,46117,91920520
2023,4314902,0,56201,90200120
2023,4314902,0,62031,91530000
2023,4314902,0,85325,90650002
2023,4314902,0,17338,90510003
2023,4314902,0,95118,90620070
2023,4314902,0,95118,91150020
2023,4314902,0,43991,91030240
2023,4314902,0,75001,90630150
2023,4314902,0,95118,90220160
2023,4314902,0,56121,91060590
2023,4314902,0,62040,91180370
2023,4314902,0,62023,91450345
2023,4314902,0,10945,91340001
2023,4314902,0,46516,91760020
2023,4314902,0,43223,90450071
2023,4314902,0,77403,90470340
2023,4314902,0,86101,90540010
2023,4314902,0,47130,90001970
2023,4314902,0,42138,91270770
2023,4314902,0,46168,90520150
2023,4314902,0,10911,91420701
2023,4314902,0,61906,90010001
2023,4314902,0,59111,90850000
2023,4314902,0,47113,91250690
2023,4314902,0,75001,90010000
2023,4314902,0,61906,91751831
2023,4314902,0,62015,90460020
2023,4314902,0,86101,90620110
2023,4314902,0,53202,91130001
2023,4314902,0,75001,91787590
2023,4314902,0,62015,90470460
2023,4314902,0,46451,91360001
2023,4314902,0,62031,90690420
2023,4314902,0,74200,90040140
2023,4314902,0,46338,90540030
2023,4314902,0,46630,90050101
2023,4314902,0,62040,91910001
2023,4314902,0,77292,91740320
2023,4314902,0,62040,91350190
2023,4314902,0,46427,91330320
2023,4314902,0,47211,90619900
2023,4314902,0,47211,91751000
2023,4314902,0,80200,91050325
2023,4314902,0,77110,90620225
2023,4314902,0,94201,90030120
2023,4314902,0,47555,90160007
2023,4314902,0,90019,90420020
2023,4314902,0,62040,90570090
2023,4314902,0,35115,90480000
2023,4314902,0,46338,90440191
2023,4314902,0,90027,90640070
2023,4314902,0,62040,90810070
2023,4314902,0,63119,90038900
2023,4314902,0,86101,90050100
2023,4314902,0,86101,90520070
2023,4314902,0,62040,90670160
2023,4314902,0,64638,90850250
2023,4314902,0,08991,90030110
2023,4314902,0,81290,90650003
2023,4314902,0,52231,90030150
2023,4314902,0,59111,90220020
2023,4314902,0,55108,91210070
2023,4314902,0,46443,91040410
2023,4314902,0,46630,90240542
2023,4314902,0,28232,90230151
2023,4314902,0,56201,90619900
2023,4314902,0,46451,90650003
2023,4314902,0,86402,90230060
2023,4314902,0,62015,91150400
2023,4314902,0,62040,90690360
2023,4314902,0,75001,91920470
2023,4314902,0,90019,90240590
2023,4314902,0,56201,90610200
2023,4314902,0,64921,90440150
2023,4314902,0,56201,91430001
2023,4314902,0,62031,90450071
2023,4314902,0,87115,91220580
2023,4314902,0,46877,91920520
2023,4314902,0,71201,90690200
2023,4314902,0,52231,91060060
2023,4314902,0,46133,91440180
2023,4314902,0,59201,91210360
2023,4314902,0,63194,90630080
2023,4314902,0,86909,90230060
2023,4314902,0,64921,90540010
2023,4314902,0,95118,90230020
2023,4314902,0,56201,91140001
2023,4314902,0,79112,91010003
2023,4314902,0,63194,90050120
2023,4314902,0,64638,90480003
2023,4314902,0,63119,91520000
2023,4314902,0,59201,90450000
2023,4314902,0,56201,90460230
2023,4314902,0,74200,90810240
2023,4314902,0,13545,91751040
2023,4314902,0,58115,91420070
2023,4314902,0,60101,91720510
2023,4314902,0,77403,90470110
2023,4314902,0,62023,90480000
2023,4314902,0,77110,90200060
2023,4314902,0,62023,90480000
2023,4314902,0,47610,90480002
2023,4314902,0,43223,90840350
2023,4314902,0,95291,90520280
2023,4314902,0,33295,91210000
2023,4314902,0,17338,90620225
2023,4314902,0,95291,91110000
2023,4314902,0,65502,90560001
2023,4314902,0,80200,90050330
2023,4314902,0,47130,91320150
2023,4314902,0,75001,90035180
2023,4314902,0,32990,90150004
2023,4314902,0,95118,91787820
2023,4314902,0,59111,90570001
2023,4314902,0,95126,91210120
2023,4314902,0,63194,90460080
2023,4314902,0,46869,90870000
2023,4314902,0,63194,90130151
2023,4314902,0,64638,90640050
2023,4314902,0,62040,90520590
2023,4314902,0,47610,90560001
2023,4314902,0,86402,90450020
2023,4314902,0,47610,90870001
2023,4314902,0,59111,90630000
2023,4314902,0,46168,90220021
2023,4314902,0,85121,95590000
2023,4314902,0,53202,90110180
2023,4314902,0,62040,90110020
2023,4314902,0,47822,91330020
2023,4314902,0,46133,91225230
2023,4314902,0,62040,91170001
2023,4314902,0,43223,90570070
2023,4314902,0,10911,90240550
2023,4314902,0,79121,90420111
2023,4314902,0,77390,91755350
2023,4314902,0,49299,91060340
2023,4314902,0,46630,90240470
2023,4314902,0,46443,91130470
2023,4314902,0,43991,91261310
2023,4314902,0,72100,90460110
2023,4314902,0,64611,90480000
2023,4314902,0,47555,90520003
2023,4314902,0,66193,91370010
2023,4314902,0,86909,90610000
2023,4314902,0,61906,91320090
2023,4314902,0,52397,90480000
2023,4314902,0,46125,91350110
