ano,id_municipio,quantidade_vinculos_ativos,cnae_2,cep
2023,4314902,0,94308,90030120
2023,4314902,0,94308,90050101
2023,4314902,0,94308,90510000
2023,4314902,0,94308,90035150
2023,4314902,0,94308,91450330
2023,4314902,0,94308,90020009
2023,4314902,0,94308,90619900
2023,4314902,0,94308,90110000
2023,4314902,0,94995,90560002
2023,4314902,0,94995,90650003
2023,4314902,0,94995,90510003
2023,4314902,0,94995,90410002
2023,4314902,0,94308,90620110
2023,4314902,0,94308,90040193
2023,4314902,0,94308,90520002
2023,4314902,0,94308,91430001
2023,4314902,0,94308,91900180
2023,4314902,0,94308,90030020
2023,4314902,0,94308,90619900
2023,4314902,0,94308,91770020
2023,4314902,0,94308,90030120
2023,4314902,0,94308,90570001
2023,4314902,0,94995,90010140
2023,4314902,0,94995,90040320
2023,4314902,0,94308,91310040
2023,4314902,0,94308,91760530
2023,4314902,0,94308,90670100
2023,4314902,0,94308,91510100
2023,4314902,0,94995,91330002
2023,4314902,0,94308,90050100
2023,4314902,0,94995,91410330
2023,4314902,0,94308,91750660
2023,4314902,0,94308,90020170
2023,4314902,0,94308,91910670
2023,4314902,0,94308,90220340
2023,4314902,0,94308,90830580
2023,4314902,0,94308,91720150
2023,4314902,0,94308,90010110
2023,4314902,0,94308,90020100
2023,4314902,0,94995,90160080
2023,4314902,0,94308,90880001
2023,4314902,0,94308,90560020
2023,4314902,0,94936,90160090
2023,4314902,0,94308,90440030
2023,4314902,0,94308,90050100
2023,4314902,0,94308,90220340
2023,4314902,0,94308,91320060
2023,4314902,0,94308,90035002
2023,4314902,0,94308,90690000
2023,4314902,0,94995,91430320
2023,4314902,0,94308,90850110
2023,4314902,0,94308,91540000
2023,4314902,0,94995,91520210
2023,4314902,0,94308,91340020
2023,4314902,0,94308,91540310
2023,4314902,0,94308,90200001
2023,4314902,0,94308,91540220
2023,4314902,0,94936,90640100
2023,4314902,0,94995,91910712
2023,4314902,0,94308,90870200
2023,4314902,0,94308,90020100
2023,4314902,0,93123,91740540
2023,4314902,0,93191,91530000
2023,4314902,0,93191,91910001
2023,4314902,0,93191,91130170
2023,4314902,0,93131,90245050
2023,4314902,0,93191,91740000
2023,4314902,0,93131,90035072
2023,4314902,0,93131,91530190
2023,4314902,0,93131,90440050
2023,4314902,0,93131,91910180
2023,4314902,0,93131,91360080
2023,4314902,0,93115,91340430
2023,4314902,0,93131,90540001
2023,4314902,0,85911,91720130
2023,4314902,0,93115,90250000
2023,4314902,0,93191,91150400
2023,4314902,0,93191,90690140
2023,4314902,0,93115,91778050
2023,4314902,0,93115,90040390
2023,4314902,0,93131,90620103
2023,4314902,0,93131,91780049
2023,4314902,0,93123,91040420
2023,4314902,0,93131,90820170
2023,4314902,0,93131,90020000
2023,4314902,0,93131,90110020
2023,4314902,0,93131,91030100
2023,4314902,0,93191,90630050
2023,4314902,0,93191,90690320
2023,4314902,0,93115,91340020
2023,4314902,0,93123,90540110
2023,4314902,0,93123,91040170
2023,4314902,0,93131,91770010
2023,4314902,0,85911,91430580
2023,4314902,0,93115,90620220
2023,4314902,0,93131,91520550
2023,4314902,0,93131,90680000
2023,4314902,0,93191,90470320
2023,4314902,0,93131,91370020
2023,4314902,0,93131,91760310
2023,4314902,0,93131,90650120
2023,4314902,0,93123,90010260
2023,4314902,0,93191,90630050
2023,4314902,0,93131,90670000
2023,4314902,0,93115,90550004
2023,4314902,0,93131,90620130
2023,4314902,0,93115,90560001
2023,4314902,0,93191,90420001
2023,4314902,0,93191,90520230
2023,4314902,0,93131,91900370
2023,4314902,0,93123,90050320
2023,4314902,0,93131,91340000
2023,4314902,0,93131,90150005
2023,4314902,0,93131,91230080
2023,4314902,0,93131,91910660
2023,4314902,0,93131,90050207
2023,4314902,0,93131,91750144
2023,4314902,0,93191,91751830
2023,4314902,0,93131,90050330
2023,4314902,0,93131,91787857
2023,4314902,0,93131,90410000
2023,4314902,0,93131,90880480
2023,4314902,0,93131,90130150
2023,4314902,0,93191,90540110
2023,4314902,0,93131,91900790
2023,4314902,0,93131,91225001
2023,4314902,0,93131,91170060
2023,4314902,0,93131,90035052
2023,4314902,0,93131,91360260
2023,4314902,0,93131,90035210
2023,4314902,0,93131,91755190
2023,4314902,0,93131,91910530
2023,4314902,0,93131,90020009
2023,4314902,0,93131,90830180
2023,4314902,0,93131,91330330
2023,4314902,0,93131,90570010
2023,4314902,0,93191,90020150
2023,4314902,0,93191,90028900
2023,4314902,0,93131,90670160
2023,4314902,0,93131,90430091
2023,4314902,0,93131,90160003
2023,4314902,0,93115,91900250
2023,4314902,0,93123,91215290
2023,4314902,0,93123,91920150
2023,4314902,0,93123,90020012
2023,4314902,0,93131,91720000
2023,4314902,0,93191,91340110
2023,4314902,0,93191,90240300
2023,4314902,0,93131,91755210
2023,4314902,0,93115,90230030
2023,4314902,0,93131,90035120
2023,4314902,0,93131,90840050
2023,4314902,0,93131,91330390
2023,4314902,0,93131,90450010
2023,4314902,0,85911,90035110
2023,4314902,0,93191,91410110
2023,4314902,0,93131,91340000
2023,4314902,0,93191,90110150
2023,4314902,0,93131,90850530
2023,4314902,0,93131,91060440
2023,4314902,0,93191,90240005
2023,4314902,0,93131,90245170
2023,4314902,0,93131,91910400
2023,4314902,0,85911,90520310
2023,4314902,0,93191,90020024
2023,4314902,0,93131,91180620
2023,4314902,0,93131,90640003
2023,4314902,0,93131,91770001
2023,4314902,0,93191,91240090
2023,4314902,0,85911,90150005
2023,4314902,0,93191,90130060
2023,4314902,0,93191,91751470
2023,4314902,0,93131,91360000
2023,4314902,0,93123,91350250
2023,4314902,0,93131,90510003
2023,4314902,0,96025,90035120
2023,4314902,0,96025,91755654
2023,4314902,0,96025,90510010
2023,4314902,0,96025,90690150
2023,4314902,0,96025,88220000
2023,4314902,0,96025,90020130
2023,4314902,0,96025,91180000
2023,4314902,0,96025,90570041
2023,4314902,0,96025,90035006
2023,4314902,0,96025,90035070
2023,4314902,0,96025,91170200
2023,4314902,0,96025,91920520
2023,4314902,0,96025,91150401
2023,4314902,0,96025,91920455
2023,4314902,0,96025,91530440
2023,4314902,0,96025,90035091
2023,4314902,0,96025,91720510
2023,4314902,0,96025,90090110
2023,4314902,0,96025,91920134
2023,4314902,0,96025,91050010
2023,4314902,0,96025,91010006
2023,4314902,0,96025,91350130
2023,4314902,0,96025,90110000
2023,4314902,0,96025,90050100
2023,4314902,0,96025,91310002
2023,4314902,0,96025,90510003
2023,4314902,0,96025,90830060
2023,4314902,0,96025,91900710
2023,4314902,0,96025,90620130
2023,4314902,0,96025,91787889
2023,4314902,0,96025,90460060
2023,4314902,0,96025,90040190
2023,4314902,0,96025,90880480
2023,4314902,0,96025,91370000
2023,4314902,0,96025,91720130
2023,4314902,0,96025,90035072
2023,4314902,0,96025,90150002
2023,4314902,0,96025,90110000
2023,4314902,0,96025,90560002
2023,4314902,0,96025,90670020
2023,4314902,0,96025,90050280
2023,4314902,0,96025,91310060
2023,4314902,0,96025,90690140
2023,4314902,0,96025,91060295
2023,4314902,0,96025,91310002
2023,4314902,0,96025,91550000
2023,4314902,0,96025,91790650
2023,4314902,0,96025,90430010
2023,4314902,0,96025,91450140
2023,4314902,0,96025,90440050
2023,4314902,0,96025,90560002
2023,4314902,0,96025,90570080
2023,4314902,0,96025,90010350
2023,4314902,0,96025,91751000
2023,4314902,0,96025,91260020
2023,4314902,0,96025,91010004
2023,4314902,0,96025,90110170
2023,4314902,0,96025,90480160
2023,4314902,0,96025,90470150
2023,4314902,0,96025,91170200
2023,4314902,0,96025,91010006
2023,4314902,0,96025,90810240
2023,4314902,0,96025,90470040
2023,4314902,0,96025,90620010
2023,4314902,0,96025,91787878
2023,4314902,0,96025,90470001
2023,4314902,0,96025,90035006
2023,4314902,0,96025,90050310
2023,4314902,0,96025,91720030
2023,4314902,0,96025,91350200
2023,4314902,0,96025,91220140
2023,4314902,0,96025,91240640
2023,4314902,0,96025,90230110
2023,4314902,0,96025,91050350
2023,4314902,0,96025,90460210
2023,4314902,0,96025,90020005
2023,4314902,0,96025,       0
2023,4314902,0,96025,90850000
2023,4314902,0,96025,90050350
2023,4314902,0,96025,90001970
2023,4314902,0,96025,91210370
2023,4314902,0,96025,90020015
2023,4314902,0,96025,90480200
2023,4314902,0,96025,91900000
2023,4314902,0,96025,90110000
2023,4314902,0,96025,91520480
2023,4314902,0,96025,90035191
2023,4314902,0,96025,90040310
2023,4314902,0,96025,91740830
2023,4314902,0,96025,91787831
2023,4314902,0,96025,90570060
2023,4314902,0,96025,90230161
2023,4314902,0,96025,90450001
2023,4314902,0,96025,91010007
2023,4314902,0,96025,91360210
2023,4314902,0,96025,90460100
2023,4314902,0,96025,90001970
2023,4314902,0,96025,90670130
2023,4314902,0,96025,90150004
2023,4314902,0,96025,91530070
2023,4314902,0,96025,91920520
2023,4314902,0,96025,90035201
2023,4314902,0,96025,91210331
2023,4314902,0,96025,90440011
2023,4314902,0,96025,91900000
2023,4314902,0,96025,91755130
2023,4314902,0,96025,91720000
2023,4314902,0,96025,90880270
2023,4314902,0,96025,90560002
2023,4314902,0,96025,90510002
2023,4314902,0,96025,90130150
2023,4314902,0,96025,91010003
2023,4314902,0,96025,90620000
2023,4314902,1,95215,91510710
2023,4314902,1,47211,90040000
2023,4314902,1,61205,91340001
2023,4314902,1,79112,91755831
2023,4314902,1,25225,91030300
2023,4314902,1,47849,91550000
2023,4314902,1,46427,90020122
2023,4314902,1,47822,91750690
2023,4314902,1,47130,90020171
2023,4314902,1,63119,90027900
2023,4314902,1,52231,90430000
2023,4314902,1,46133,91350070
2023,4314902,1,52320,90010210
2023,4314902,1,77110,91430280
2023,4314902,1,50998,90430000
2023,4314902,1,46371,90035030
2023,4314902,1,94201,90020100
2023,4314902,1,23915,91712050
2023,4314902,1,86101,90110290
2023,4314902,1,46397,91180260
2023,4314902,1,63119,90480002
2023,4314902,1,93298,90670002
2023,4314902,1,61108,91740000
2023,4314902,1,37029,91787291
2023,4314902,1,31012,91550780
2023,4314902,1,77322,90520050
2023,4314902,1,86909,90035005
2023,4314902,1,46231,90480000
2023,4314902,1,47610,91180660
2023,4314902,1,96017,90640110
2023,4314902,1,33147,90020122
2023,4314902,1,52320,90430001
2023,4314902,1,27317,91140310
2023,4314902,1,96017,90450042
2023,4314902,1,46621,90240111
2023,4314902,1,95291,90160093
2023,4314902,1,64913,90560002
2023,4314902,1,46923,90620000
2023,4314902,1,95126,91900121
2023,4314902,1,75001,91900270
2023,4314902,1,47555,90440051
2023,4314902,1,62015,91130001
2023,4314902,1,47211,91920290
2023,4314902,1,53202,91160300
2023,4314902,1,49230,91540220
2023,4314902,1,58212,90570040
2023,4314902,1,25390,91130720
2023,4314902,1,46338,90200041
2023,4314902,1,10911,90570050
2023,4314902,1,74200,91350110
2023,4314902,1,96017,90560005
2023,4314902,1,25420,90230061
2023,4314902,1,32990,91110010
2023,4314902,1,64221,90450000
2023,4314902,1,66193,90560025
2023,4314902,1,49230,90820080
2023,4314902,1,23915,91240260
2023,4314902,1,47822,90570080
2023,4314902,1,27104,91760220
2023,4314902,1,46630,90220002
2023,4314902,1,46729,90640080
2023,4314902,1,43223,91260000
2023,4314902,1,46451,91130700
2023,4314902,1,47229,91787660
2023,4314902,1,11135,91130430
2023,4314902,1,46397,90650070
2023,4314902,1,38211,91550160
2023,4314902,1,47822,90010191
2023,4314902,1,62040,90110180
2023,4314902,1,47849,91430380
2023,4314902,1,79112,91751515
2023,4314902,1,49299,91030340
2023,4314902,1,49230,91170450
2023,4314902,1,96092,90690300
2023,4314902,1,94201,90020100
2023,4314902,1,79112,90460050
2023,4314902,1,96017,91910400
2023,4314902,1,49299,91040310
2023,4314902,1,52231,90480003
2023,4314902,1,94120,90570060
2023,4314902,1,52231,91360090
2023,4314902,1,42227,90240111
2023,4314902,1,96092,91060530
2023,4314902,1,62023,90540050
2023,4314902,1,25110,91160440
2023,4314902,1,79112,90110060
2023,4314902,1,45412,91020001
2023,4314902,1,30113,90830240
2023,4314902,1,79121,90690200
2023,4314902,1,46371,90035120
2023,4314902,1,96092,91340150
2023,4314902,1,45412,90230001
2023,4314902,1,72100,91040600
2023,4314902,1,95291,90020013
2023,4314902,1,46494,90650000
2023,4314902,1,35140,91530000
2023,4314902,1,47211,91120400
2023,4314902,1,32990,90820001
2023,4314902,1,85112,91340030
2023,4314902,1,32507,90050101
2023,4314902,1,46796,90230061
2023,4314902,1,27317,90250140
2023,4314902,1,62015,90240601
2023,4314902,1,94201,90020160
2023,4314902,1,75001,90570001
2023,4314902,1,47610,90220040
2023,4314902,1,47211,91040410
2023,4314902,1,46796,90240552
2023,4314902,1,82997,90020006
2023,4314902,1,46460,90510040
2023,4314902,1,49299,91240290
2023,4314902,1,52231,90130100
2023,4314902,1,52231,90480201
2023,4314902,1,49248,90160000
2023,4314902,1,63194,90050321
2023,4314902,1,46869,91130470
2023,4314902,1,95215,90540131
2023,4314902,1,46168,90240005
2023,4314902,1,10911,90620170
2023,4314902,1,47610,90010313
2023,4314902,1,94201,91140001
2023,4314902,1,49302,91450147
2023,4314902,1,46397,90870280
2023,4314902,1,94201,91140001
2023,4314902,1,45439,91770000
2023,4314902,1,10333,90850340
2023,4314902,1,94201,90240480
2023,4314902,1,47610,90240130
2023,4314902,1,46648,91530110
2023,4314902,1,94120,91340380
2023,4314902,1,47822,90680370
2023,4314902,1,46630,91130050
2023,4314902,1,46826,90240110
2023,4314902,1,61108,90200050
2023,4314902,1,49299,91770280
2023,4314902,1,46478,91230410
2023,4314902,1,58298,90020120
2023,4314902,1,80111,91787415
2023,4314902,1,46711,90240110
2023,4314902,1,81290,91260020
2023,4314902,1,65111,91349900
2023,4314902,1,47610,90010271
2023,4314902,1,23494,91120480
2023,4314902,1,42111,90010050
2023,4314902,1,10911,91540070
2023,4314902,1,47822,91920520
2023,4314902,1,61108,90440110
2023,4314902,1,49302,91450462
2023,4314902,1,24521,91220580
2023,4314902,1,66126,90480002
2023,4314902,1,23915,90200041
2023,4314902,1,52231,90440191
2023,4314902,1,47130,90200310
2023,4314902,1,46311,91030380
2023,4314902,1,25390,90880000
2023,4314902,1,42995,90690080
2023,4314902,1,49221,90035040
2023,4314902,1,25128,91740460
2023,4314902,1,96092,90420160
2023,4314902,1,85333,90430000
2023,4314902,1,77390,90230002
2023,4314902,1,47610,90660400
2023,4314902,1,10945,91130420
2023,4314902,1,47229,91340000
2023,4314902,1,81214,90010001
2023,4314902,1,49230,91430730
2023,4314902,1,42111,90110150
2023,4314902,1,32990,90230010
2023,4314902,1,55108,90030040
2023,4314902,1,81214,91787788
2023,4314902,1,85112,91130430
2023,4314902,1,47849,91510710
2023,4314902,1,75001,91310002
2023,4314902,1,22196,91160440
2023,4314902,1,74200,90440003
2023,4314902,1,46397,91140080
2023,4314902,1,52231,90470000
2023,4314902,1,95215,91450170
2023,4314902,1,58131,90420140
2023,4314902,1,77390,91787595
2023,4314902,1,47211,90150004
2023,4314902,1,43223,90240080
2023,4314902,1,49213,91740140
2023,4314902,1,22293,91720000
2023,4314902,1,47211,90020971
2023,4314902,1,95118,91920000
2023,4314902,1,10520,90570041
2023,4314902,1,96017,90035004
2023,4314902,1,59111,90570050
2023,4314902,1,25934,91170650
2023,4314902,1,47229,90010270
2023,4314902,1,86402,91740000
2023,4314902,1,72100,90840130
2023,4314902,1,53202,91420560
2023,4314902,1,52231,90810240
2023,4314902,1,47857,90510002
2023,4314902,1,52231,90050101
2023,4314902,1,58131,90640003
2023,4314902,1,52231,90430090
2023,4314902,1,94201,90010050
2023,4314902,1,47610,90240120
2023,4314902,1,46877,91750060
2023,4314902,1,46699,91920760
2023,4314902,1,77110,91310002
2023,4314902,1,46338,90200041
2023,4314902,1,33121,90560003
2023,4314902,1,62015,91755654
2023,4314902,1,96017,90010283
2023,4314902,1,49230,90680510
2023,4314902,1,10945,91796710
2023,4314902,1,25934,90230220
2023,4314902,1,46397,90440051
2023,4314902,1,10945,91310000
2023,4314902,1,43991,91270770
2023,4314902,1,95118,91450510
2023,4314902,1,75001,91540000
2023,4314902,1,81290,91530001
2023,4314902,1,43118,90460200
2023,4314902,1,95118,91350190
2023,4314902,1,79112,90150003
2023,4314902,1,79112,90035040
2023,4314902,1,52231,90620050
2023,4314902,1,79112,90480000
2023,4314902,1,86101,90020160
2023,4314902,1,46338,90200900
2023,4314902,1,64930,90010000
2023,4314902,1,58131,90460065
2023,4314902,1,47555,91150180
2023,4314902,1,62040,90460080
2023,4314902,1,58212,90840600
2023,4314902,1,47849,91790845
2023,4314902,1,46648,90220007
2023,4314902,1,42120,90630160
2023,4314902,1,95118,91120520
2023,4314902,1,47113,91520550
2023,4314902,1,49230,91270770
2023,4314902,1,79112,90610000
2023,4314902,1,81214,91170075
2023,4314902,1,16293,91140020
2023,4314902,1,32507,91787860
2023,4314902,1,14118,90660280
2023,4314902,1,93298,90240541
2023,4314902,1,62015,90130020
2023,4314902,1,47539,91900000
2023,4314902,1,49230,91420040
2023,4314902,1,46711,90050110
2023,4314902,1,86402,90160090
2023,4314902,1,95215,91740000
2023,4314902,1,47130,91520001
2023,4314902,1,10660,90480000
2023,4314902,1,79112,91350280
2023,4314902,1,96092,91780000
2023,4314902,1,47857,90430100
2023,4314902,1,47610,90035070
2023,4314902,1,77322,90001970
2023,4314902,1,79112,91760050
2023,4314902,1,47229,91712300
2023,4314902,1,52231,91140000
2023,4314902,1,33210,90220006
2023,4314902,1,86224,90880001
2023,4314902,1,47610,91755831
2023,4314902,1,18130,90240541
2023,4314902,1,82997,90410004
2023,4314902,1,47229,90040340
2023,4314902,1,96017,90010410
2023,4314902,1,47822,91770670
2023,4314902,1,90019,90450020
2023,4314902,1,46893,91060410
2023,4314902,1,25128,90250140
2023,4314902,1,46796,91771000
2023,4314902,1,96092,95500000
2023,4314902,1,47555,90480000
2023,4314902,1,49299,91450080
2023,4314902,1,47555,90610250
2023,4314902,1,96017,90035076
2023,4314902,1,95126,91790619
2023,4314902,1,96092,90420040
2023,4314902,1,47857,90035091
2023,4314902,1,86402,90470230
2023,4314902,1,87204,90430061
2023,4314902,1,59120,90040001
2023,4314902,1,95118,91740000
2023,4314902,1,77110,91320150
2023,4314902,1,95118,91220230
2023,4314902,1,49230,91150000
2023,4314902,1,46451,90035001
2023,4314902,1,46133,91410150
2023,4314902,1,96017,90480002
2023,4314902,1,95118,91350090
2023,4314902,1,81303,90450120
2023,4314902,1,01512,91910000
2023,4314902,1,01512,91785800
2023,4314902,1,01512,91751831
2023,4314902,1,01113,90550142
2023,4314902,1,01211,91712701
2023,4314902,1,01610,91787170
2023,4314902,1,01512,90020013
2023,4314902,1,01512,90440191
2023,4314902,1,01199,90200041
2023,4314902,1,14126,90230010
2023,4314902,1,14126,91350090
2023,4314902,1,14126,90035006
2023,4314902,1,14126,91340460
2023,4314902,1,14126,90520000
2023,4314902,1,41204,91530034
2023,4314902,1,41204,90050110
2023,4314902,1,41204,91780050
2023,4314902,1,41204,90640080
2023,4314902,1,41204,90010030
2023,4314902,1,41204,90150004
2023,4314902,1,41204,90010260
2023,4314902,1,41204,90250100
2023,4314902,1,41204,90010312
2023,4314902,1,41204,90230002
2023,4314902,1,41204,91751720
2023,4314902,1,41204,91410140
2023,4314902,1,43215,91793070
2023,4314902,1,43215,90230181
2023,4314902,1,43215,91420550
2023,4314902,1,43215,90020150
2023,4314902,1,43215,91787202
2023,4314902,1,43215,90460014
2023,4314902,1,43291,91530020
2023,4314902,1,43215,91150139
2023,4314902,1,43215,91740460
2023,4314902,1,43215,90820200
2023,4314902,1,43991,90680570
2023,4314902,1,43991,91920130
2023,4314902,1,43991,91250200
2023,4314902,1,43304,91750111
2023,4314902,1,43304,91360090
2023,4314902,1,43991,90840290
2023,4314902,1,45129,90550003
2023,4314902,1,45111,90040200
2023,4314902,1,45129,90220000
2023,4314902,1,45129,91130480
2023,4314902,1,45111,91110580
2023,4314902,1,45129,91330001
2023,4314902,1,45111,90035001
2023,4314902,1,45200,90640130
2023,4314902,1,45200,91710070
2023,4314902,1,45200,91778068
2023,4314902,1,45200,90020100
2023,4314902,1,45200,91160820
2023,4314902,1,45200,90810240
2023,4314902,1,45200,91350170
2023,4314902,1,45200,91330280
2023,4314902,1,45200,91060320
2023,4314902,1,45200,91530010
2023,4314902,1,45200,91340000
2023,4314902,1,45200,90570000
2023,4314902,1,45200,90830000
2023,4314902,1,45200,91110001
2023,4314902,1,45307,91360000
2023,4314902,1,45307,90250000
2023,4314902,1,45307,91180000
2023,4314902,1,45307,91320000
2023,4314902,1,45307,91140001
2023,4314902,1,45307,90050101
2023,4314902,1,45307,91110000
2023,4314902,1,45307,91740001
2023,4314902,1,45307,91130001
2023,4314902,1,45307,90230030
2023,4314902,1,45307,91740290
2023,4314902,1,45307,91751770
2023,4314902,1,45307,90230061
2023,4314902,1,45307,90660080
2023,4314902,1,47318,90010230
2023,4314902,1,47318,91788130
2023,4314902,1,46184,91215075
2023,4314902,1,46184,90470430
2023,4314902,1,46184,90150004
2023,4314902,1,46184,90690130
2023,4314902,1,46192,90050230
2023,4314902,1,46192,91712120
2023,4314902,1,46192,91020010
2023,4314902,1,47121,90680570
2023,4314902,1,47121,91740830
2023,4314902,1,47121,91790000
2023,4314902,1,47121,91230000
2023,4314902,1,47121,91420220
2023,4314902,1,47121,90610250
2023,4314902,1,47121,90010001
2023,4314902,1,47121,91520543
2023,4314902,1,47121,90010310
2023,4314902,1,47121,90035141
2023,4314902,1,47121,90150005
2023,4314902,1,47121,91060410
2023,4314902,1,47121,90870000
2023,4314902,1,47121,90020090
2023,4314902,1,47121,90670002
2023,4314902,1,47237,90620220
2023,4314902,1,47237,91040500
2023,4314902,1,47237,90160092
2023,4314902,1,47237,91787660
2023,4314902,1,47237,90230180
2023,4314902,1,47237,90230100
2023,4314902,1,47237,91787750
2023,4314902,1,47296,90470100
2023,4314902,1,47296,90240601
2023,4314902,1,47296,91770001
2023,4314902,1,47296,90460070
2023,4314902,1,47296,90050003
2023,4314902,1,47245,90200041
2023,4314902,1,47296,91740188
2023,4314902,1,47296,90440150
2023,4314902,1,47296,91030300
2023,4314902,1,47296,90200041
2023,4314902,1,47296,91150400
2023,4314902,1,47296,90480001
2023,4314902,1,47296,90250470
2023,4314902,1,47245,90200230
2023,4314902,1,47296,90040193
2023,4314902,1,47296,92200270
2023,4314902,1,47296,90030000
2023,4314902,1,47296,90430181
2023,4314902,1,47296,90520330
2023,4314902,1,47814,90810080
2023,4314902,1,47814,90035072
2023,4314902,1,47814,90001970
2023,4314902,1,47814,90430010
2023,4314902,1,47814,90480120
2023,4314902,1,47814,90020022
2023,4314902,1,47814,90450000
2023,4314902,1,47814,90020120
2023,4314902,1,47814,90450210
2023,4314902,1,47814,90510040
2023,4314902,1,47814,91750000
2023,4314902,1,47814,90460160
2023,4314902,1,47814,90570001
2023,4314902,1,47814,90220011
2023,4314902,1,47814,90020060
2023,4314902,1,47814,91900190
2023,4314902,1,47814,90480002
2023,4314902,1,47814,91340140
2023,4314902,1,47814,91225001
2023,4314902,1,47814,90020150
2023,4314902,1,47814,90020150
2023,4314902,1,47814,90560002
2023,4314902,1,47814,90030040
2023,4314902,1,47814,90020122
2023,4314902,1,47814,91010002
2023,4314902,1,47814,91740000
2023,4314902,1,47814,90510000
2023,4314902,1,47814,90010313
2023,4314902,1,47814,90030140
2023,4314902,1,47814,90560002
2023,4314902,1,47814,90040180
2023,4314902,1,47814,90030001
2023,4314902,1,47814,91250040
2023,4314902,1,47814,90160090
2023,4314902,1,47814,90020061
2023,4314902,1,47814,90050001
2023,4314902,1,47717,91751000
2023,4314902,1,47717,91120600
2023,4314902,1,47717,90440002
2023,4314902,1,47725,91530001
2023,4314902,1,47725,91260510
2023,4314902,1,47725,91010007
2023,4314902,1,47717,91120440
2023,4314902,1,47717,90010321
2023,4314902,1,47725,90040130
2023,4314902,1,47717,91920800
2023,4314902,1,47717,90150005
2023,4314902,1,47717,90460000
2023,4314902,1,47717,91010003
2023,4314902,1,47547,91530001
2023,4314902,1,47547,90230061
2023,4314902,1,47547,90160002
2023,4314902,1,47547,90520000
2023,4314902,1,47598,91050010
2023,4314902,1,47598,90550005
2023,4314902,1,47547,90240592
2023,4314902,1,47547,91010002
2023,4314902,1,47547,91755831
2023,4314902,1,47547,91787889
2023,4314902,1,47440,90650000
2023,4314902,1,47440,90020021
2023,4314902,1,47431,91740270
2023,4314902,1,47440,91790619
2023,4314902,1,47440,91215000
2023,4314902,1,47440,91040640
2023,4314902,1,47440,91140001
2023,4314902,1,47423,90110000
2023,4314902,1,47440,91250200
2023,4314902,1,47415,90230160
2023,4314902,1,47440,90220002
2023,4314902,1,47440,91350200
2023,4314902,1,47440,90010460
2023,4314902,1,47440,91550000
2023,4314902,1,47440,90130001
2023,4314902,1,47431,91110480
2023,4314902,1,47440,91340130
2023,4314902,1,47431,91310000
2023,4314902,1,47440,91755000
2023,4314902,1,47440,90220030
2023,4314902,1,47440,90820090
2023,4314902,1,47512,91030500
2023,4314902,1,47512,90220211
2023,4314902,1,47512,90670110
2023,4314902,1,47512,91010005
2023,4314902,1,47512,90220150
2023,4314902,1,47512,90240552
2023,4314902,1,47890,90220040
2023,4314902,1,47512,91360001
2023,4314902,1,47636,91010006
2023,4314902,1,47890,90660080
2023,4314902,1,47890,90420160
2023,4314902,1,47890,91050000
2023,4314902,1,47571,91260000
2023,4314902,1,47890,90560004
2023,4314902,1,47890,90010080
2023,4314902,1,47890,91170200
2023,4314902,1,47890,91380000
2023,4314902,1,47831,90160002
2023,4314902,1,47890,91740001
2023,4314902,1,47636,90880001
2023,4314902,1,47741,90030142
2023,4314902,1,47890,90870001
2023,4314902,1,47890,91787000
2023,4314902,1,47890,91150400
2023,4314902,1,47890,90880000
2023,4314902,1,47831,91030900
2023,4314902,1,47890,91787889
2023,4314902,1,47890,91780467
2023,4314902,1,47636,90550000
2023,4314902,1,47890,90020001
2023,4314902,1,47890,90410002
2023,4314902,1,47890,91540220
2023,4314902,1,47890,90130101
2023,4314902,1,47741,90560001
2023,4314902,1,47741,90410004
2023,4314902,1,47741,90020012
2023,4314902,1,47890,91050371
2023,4314902,1,47890,90030000
2023,4314902,1,47890,91210110
2023,4314902,1,47890,90640070
2023,4314902,1,47636,91020030
2023,4314902,1,47831,91350200
2023,4314902,1,47890,91560260
2023,4314902,1,47741,90001970
2023,4314902,1,47890,90620110
2023,4314902,1,47890,90450001
2023,4314902,1,47571,90150002
2023,4314902,1,47890,91550000
2023,4314902,1,47890,90560003
2023,4314902,1,56112,91160100
2023,4314902,1,56112,90620110
2023,4314902,1,56112,91751000
2023,4314902,1,56112,91570440
2023,4314902,1,56112,90035191
2023,4314902,1,56112,90240040
2023,4314902,1,56112,90680000
2023,4314902,1,56112,90030000
2023,4314902,1,56112,90410007
2023,4314902,1,56112,90020070
2023,4314902,1,56112,90220060
2023,4314902,1,56112,90410004
2023,4314902,1,56112,90050230
2023,4314902,1,56112,91760000
2023,4314902,1,56112,90240111
2023,4314902,1,56112,90230122
2023,4314902,1,56112,90050321
2023,4314902,1,56112,90240591
2023,4314902,1,56112,90035140
2023,4314902,1,56112,90650000
2023,4314902,1,56112,90570010
2023,4314902,1,56112,91330000
2023,4314902,1,56112,91751000
2023,4314902,1,56112,91520450
2023,4314902,1,56112,90110060
2023,4314902,1,56112,91030330
2023,4314902,1,56112,90001970
2023,4314902,1,56112,90020010
2023,4314902,1,56112,90010321
2023,4314902,1,56112,90230110
2023,4314902,1,56112,91370020
2023,4314902,1,56112,90619900
2023,4314902,1,56112,90690000
2023,4314902,1,56112,90850250
2023,4314902,1,56112,90130151
2023,4314902,1,56112,90240541
2023,4314902,1,56112,90610000
2023,4314902,1,56112,91225001
2023,4314902,1,56112,90020003
